Name,Sex,NOC,Year,Season,City,Sport,Event,Medal
Meghan Christina Agosta (-Marciano),F,CAN,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
Meghan Christina Agosta (-Marciano),F,CAN,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
"Benjamin Alexandro ""Ben"" Agosto",M,USA,2006,Winter,Torino,Figure Skating,Figure Skating Mixed Ice Dancing,Silver
Judit goston-Mendelnyi,F,HUN,1964,Summer,Tokyo,Fencing,"Fencing Women's Foil, Team",Gold
Carlo Agostoni Faini,M,ITA,1928,Summer,Amsterdam,Fencing,"Fencing Men's epee, Team",Gold
Carlo Agostoni Faini,M,ITA,1932,Summer,Los Angeles,Fencing,"Fencing Men's epee, Individual",Bronze
Carlo Agostoni Faini,M,ITA,1932,Summer,Los Angeles,Fencing,"Fencing Men's epee, Team",Silver
Carlo Agostoni Faini,M,ITA,1948,Summer,London,Fencing,"Fencing Men's epee, Team",Silver
Erik Alfred gren,M,SWE,1936,Summer,Berlin,Boxing,Boxing Men's Lightweight,Bronze
Ioannis Agrimis,M,GRE,1906,Summer,Athina,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Gold
"Estella ""Stella"" Agsteribbe (-Blits)",F,NED,1928,Summer,Amsterdam,Gymnastics,Gymnastics Women's Team All-Around,Gold
Sergio Leonel Agero del Castillo,M,ARG,2008,Summer,Beijing,Football,Football Men's Football,Gold
"Taismary ""Tai"" Agero Leiva (-Botteghi)",F,CUB,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Gold
Jos Aguilar Pulsn,M,CUB,1980,Summer,Moskva,Boxing,Boxing Men's Light-Welterweight,Bronze
Macarena Aguilar Daz,F,ESP,2012,Summer,London,Handball,Handball Women's Handball,Bronze
Sandra Aguilar Navarro,F,ESP,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
Jorge Luis Aguilera Ruiz,M,CUB,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Sri Wahyuni Agustiani,F,INA,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Flyweight,Silver
Robyn Mokihana Ah Mow-Santos,F,USA,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Silver
Kevin Joseph Ahearn,M,USA,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
"Timothy Joseph ""Tim"" Ahearne",M,GBR,1908,Summer,London,Athletics,Athletics Men's Triple Jump,Gold
Bruno Valfrid Ahlberg,M,FIN,1932,Summer,Los Angeles,Boxing,Boxing Men's Welterweight,Bronze
Mats Bertil hlberg,M,SWE,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Annica Gunilla hln,F,SWE,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
Johan Petter hln (Andersson-),M,SWE,1924,Winter,Chamonix,Curling,Curling Men's Curling,Silver
Thomas Valter hln,M,SWE,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Anselm Ahlfors,M,FIN,1924,Summer,Paris,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Silver
Anders Oscar Ahlgren,M,SWE,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Middleweight B, Greco-Roman",Silver
George Lewis Ahlgren,M,USA,1948,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold
Christian Ahlmann,M,GER,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
Christian Ahlmann,M,GER,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
Thure Johan Ahlqvist,M,SWE,1932,Summer,Los Angeles,Boxing,Boxing Men's Lightweight,Silver
"Sten Olov ""Olle"" hlund",M,SWE,1952,Summer,Helsinki,Football,Football Men's Football,Bronze
Tontowi Ahmad,M,INA,2016,Summer,Rio de Janeiro,Badminton,Badminton Mixed Doubles,Gold
Arne Per hman,M,SWE,1948,Summer,London,Athletics,Athletics Men's Triple Jump,Gold
Jrg Ahmann,M,GER,2000,Summer,Sydney,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze
"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",F,USA,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",F,USA,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Butterfly,Silver
"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",F,USA,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Muhammad Akhlaq Ahmed,M,PAK,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Bronze
Muhammad Ashfaq Ahmed,M,PAK,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Gold
Bashir Ahmed,M,PAK,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Gold
Ishtiaq Ahmed,M,PAK,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
Manzoor Ahmed,M,PAK,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Bronze
Mushtaq Ahmed,M,PAK,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
Mushtaq Ahmed,M,PAK,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Gold
Riaz Ahmed,M,PAK,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Gold
Riaz Ahmed,M,PAK,1972,Summer,Munich,Hockey,Hockey Men's Hockey,Silver
Shahbaz Ahmed,M,PAK,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Bronze
Arthur Ahnger,M,FIN,1912,Summer,Stockholm,Sailing,Sailing Mixed 8 metres,Bronze
Janne Petteri Ahonen,M,FIN,2002,Winter,Salt Lake City,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver
Janne Petteri Ahonen,M,FIN,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver
Peter Ahrendt,M,GER,1964,Summer,Tokyo,Sailing,Sailing Mixed Three Person Keelboat,Silver
Brigitte Ahrenholz,F,GDR,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Eights,Gold
"Christian ""Chris"" Ahrens",M,USA,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Gold
Marlene Ahrens Ostertag (-Ebensperger),F,CHI,1956,Summer,Melbourne,Athletics,Athletics Women's Javelin Throw,Silver
Thomas Ahrens,M,GER,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,Silver
Matteo Aicardi,M,ITA,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Silver
Matteo Aicardi,M,ITA,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
Mara Magdalena Aicega Amicarelli,F,ARG,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Silver
Mara Magdalena Aicega Amicarelli,F,ARG,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Bronze
Mara Magdalena Aicega Amicarelli,F,ARG,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Bronze
Hans Aichele,M,SUI,1936,Winter,Garmisch-Partenkirchen,Bobsleigh,Bobsleigh Men's Four,Silver
Rosaria Aiello,F,ITA,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Silver
Franz Aigner,M,AUT,1924,Summer,Paris,Weightlifting,Weightlifting Men's Heavyweight,Silver
Hannes Aigner,M,GER,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Bronze
Nobuyuki Aihara,M,JPN,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Team All-Around,Silver
Nobuyuki Aihara,M,JPN,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Floor Exercise,Silver
Nobuyuki Aihara,M,JPN,1960,Summer,Roma,Gymnastics,Gymnastics Men's Team All-Around,Gold
Nobuyuki Aihara,M,JPN,1960,Summer,Roma,Gymnastics,Gymnastics Men's Floor Exercise,Gold
Yutaka Aihara,M,JPN,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Team All-Around,Bronze
Ryoji Aikawa,M,JPN,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Bronze
Alexander Michael Hirst Aikman,M,AUS,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,Bronze
"Charles Benedict ""Ben"" Ainslie",M,GBR,1996,Summer,Atlanta,Sailing,Sailing Mixed One Person Dinghy,Silver
"Charles Benedict ""Ben"" Ainslie",M,GBR,2000,Summer,Sydney,Sailing,Sailing Mixed One Person Dinghy,Gold
"Charles Benedict ""Ben"" Ainslie",M,GBR,2004,Summer,Athina,Sailing,Sailing Men's One Person Dinghy,Gold
"Charles Benedict ""Ben"" Ainslie",M,GBR,2008,Summer,Beijing,Sailing,Sailing Mixed One Person Dinghy,Gold
"Charles Benedict ""Ben"" Ainslie",M,GBR,2012,Summer,London,Sailing,Sailing Men's One Person Heavyweight Dinghy,Gold
Kurt Harold Ainsworth,M,USA,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold
John Creyghton Ainsworth-Davis,M,GBR,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Robin Allingham Aisher,M,GBR,1968,Summer,Mexico City,Sailing,Sailing Mixed 5.5 metres,Bronze
"Gordon ""Gord"" Aitchison",M,CAN,1936,Summer,Berlin,Basketball,Basketball Men's Basketball,Silver
Frances Helen Aitchison (-Leisk),F,GBR,1912,Summer,Stockholm,Tennis,"Tennis Mixed Doubles, Covered Courts",Silver
Brett Aitken,M,AUS,1992,Summer,Barcelona,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
Brett Aitken,M,AUS,1996,Summer,Atlanta,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
Brett Aitken,M,AUS,2000,Summer,Sydney,Cycling,Cycling Men's Madison,Gold
Vladimir Atoff,M,FRA,1900,Summer,Paris,Rugby,Rugby Men's Rugby,Gold
Artur Surenovych Aivazian,M,UKR,2008,Summer,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold
Eirini Andili,F,GRE,2000,Summer,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
"Oluwafemi ""Junior"" Ajayi",M,NGR,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
Omar Ajete Iglesias,M,CUB,1992,Summer,Barcelona,Baseball,Baseball Men's Baseball,Gold
Omar Ajete Iglesias,M,CUB,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Gold
Omar Ajete Iglesias,M,CUB,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Silver
"Ebenezer Oluwafemi ""Femi"" Ajilore",M,NGR,2008,Summer,Beijing,Football,Football Men's Football,Silver
Mobolade Abimbola Ajomale,M,CAN,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Chioma Ajunwa (-Opara),F,NGR,1996,Summer,Atlanta,Athletics,Athletics Women's Long Jump,Gold
Kriss Kezie Uche Chukwu Duru Akabusi,M,GBR,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Kriss Kezie Uche Chukwu Duru Akabusi,M,GBR,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres Hurdles,Bronze
Kriss Kezie Uche Chukwu Duru Akabusi,M,GBR,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
Kosei Akaishi,M,JPN,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
Kosei Akaishi,M,JPN,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze
Nasuh Akar,M,TUR,1948,Summer,London,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold
Yuichi Akasaka,M,JPN,1992,Winter,Albertville,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze
Hseyin Akba,M,TUR,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Flyweight, Freestyle",Bronze
Hseyin Akba,M,TUR,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Silver
Vehbi Akda,M,TUR,1972,Summer,Munich,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
Ernst Gunnar kerlund,M,SWE,1948,Summer,London,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Gold
Ernst Gunnar kerlund,M,SWE,1952,Summer,Helsinki,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Silver
Olle Erik Curys kerlund,M,SWE,1932,Summer,Los Angeles,Sailing,Sailing Mixed 6 metres,Gold
Michelle Anne Akers,F,USA,1996,Summer,Atlanta,Football,Football Women's Football,Gold
Taha Akgl,M,TUR,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold
Yelena Rabigovna Akhaminova (-Sokolovskaya),F,URS,1980,Summer,Moskva,Volleyball,Volleyball Women's Volleyball,Gold
Albina Khamitovna Akhatova,F,RUS,1998,Winter,Nagano,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver
Albina Khamitovna Akhatova,F,RUS,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Bronze
Albina Khamitovna Akhatova,F,RUS,2006,Winter,Torino,Biathlon,Biathlon Women's 10 kilometres Pursuit,Bronze
Albina Khamitovna Akhatova,F,RUS,2006,Winter,Torino,Biathlon,Biathlon Women's 15 kilometres,Bronze
Albina Khamitovna Akhatova,F,RUS,2006,Winter,Torino,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Gold
Murodzhon Kakharovich Akhmadaliyev,M,UZB,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Bantamweight,Bronze
Artur Kamilevich Akhmatkhuzin,M,RUS,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Gold
Bakhtiyar Shakhabutdinovich Akhmedov,M,RUS,2008,Summer,Beijing,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Silver
Lyutvi Dzhiber Akhmedov,M,BUL,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver
Leyla Begnyazovna Akhmerova,F,URS,1980,Summer,Moskva,Hockey,Hockey Women's Hockey,Bronze
Igor Vladimirovich Akhremchik,M,URS,1960,Summer,Roma,Rowing,Rowing Men's Coxless Fours,Bronze
Gulraiz Akhtar,M,PAK,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Gold
Naeem Akhtar,M,PAK,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
John Akii-Bua,M,UGA,1972,Summer,Munich,Athletics,Athletics Men's 400 metres Hurdles,Gold
Anatoly Ivanovich Akimov,M,URS,1972,Summer,Munich,Water Polo,Water Polo Men's Water Polo,Gold
Vladimir Ivanovich Akimov,M,URS,1980,Summer,Moskva,Water Polo,Water Polo Men's Water Polo,Gold
Morolake Akinosun,F,USA,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Foluke Antinuke Akinradewo,F,USA,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,Silver
Foluke Antinuke Akinradewo,F,USA,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
Khadzhimurat Magomedovich Akkayev,M,RUS,2004,Summer,Athina,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver
Khadzhimurat Magomedovich Akkayev,M,RUS,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze
Marina Dazmirovna Akobiya,F,RUS,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Bronze
Artur Vladimirovich Akoyev,M,EUN,1992,Summer,Barcelona,Weightlifting,Weightlifting Men's Heavyweight II,Silver
Daniel Akpeyi,M,NGR,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
Monica Aksamit,F,USA,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Team",Bronze
Liudmyla Vasylivna Aksenova (Shapovalova-),F,URS,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
Aleksandr Timofeyevich Aksinin,M,URS,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Aleksandr Timofeyevich Aksinin,M,URS,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Nikolay Aleksandrovich Aksyonov,M,RUS,1996,Summer,Atlanta,Rowing,Rowing Men's Coxed Eights,Bronze
Irina Anatolyevna Aksyonova,F,URS,1980,Summer,Moskva,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
Vladyslav Ivanovych Akymenko,M,URS,1976,Summer,Montreal,Sailing,Sailing Mixed Two Person Keelboat,Silver
Naser Al Shami,M,SYR,2004,Summer,Athina,Boxing,Boxing Men's Heavyweight,Bronze
Nasser Salih Nasser Abdullah Al-Attiya,M,QAT,2012,Summer,London,Shooting,Shooting Men's Skeet,Bronze
Fehaid Al-Deehani,M,KUW,2000,Summer,Sydney,Shooting,Shooting Men's Double Trap,Bronze
Fehaid Al-Deehani,M,KUW,2012,Summer,London,Shooting,Shooting Men's Trap,Bronze
Fehaid Al-Deehani,M,IOA,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Double Trap,Gold
Ramzy Al-Duhami,M,KSA,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
Khaled Al-Eid,M,KSA,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze
Abdul Rashid Al-Hasan,M,PAK,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
Ahmed bin Hasher Al-Maktoum,M,UAE,2004,Summer,Athina,Shooting,Shooting Men's Double Trap,Gold
Abdullah Al-Rashidi,M,IOA,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Skeet,Bronze
Prince Abdullah Bin Moteb Al-Saud,M,KSA,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
Hadi Soua'an Al-Somaily Jaadan,M,KSA,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres Hurdles,Silver
Marina Alabau Neira,F,ESP,2012,Summer,London,Sailing,Sailing Women's Windsurfer,Gold
Armenak Alachachyan,M,URS,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,Silver
Arsen Shakhlamazovich Alakhverdiyev,M,URS,1972,Summer,Munich,Wrestling,"Wrestling Men's Flyweight, Freestyle",Silver
Noor Alam,M,PAK,1956,Summer,Melbourne,Hockey,Hockey Men's Hockey,Silver
Noor Alam,M,PAK,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Gold
Vladan Alanovi,M,CRO,1992,Summer,Barcelona,Basketball,Basketball Men's Basketball,Silver
Mika Antero Alatalo,M,FIN,1994,Winter,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Toimi Johannes Alatalo,M,FIN,1960,Winter,Squaw Valley,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
Fabio Albarelli,M,ITA,1968,Summer,Mexico City,Sailing,Sailing Mixed One Person Dinghy,Bronze
Marco Albarello,M,ITA,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,Silver
Marco Albarello,M,ITA,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
Marco Albarello,M,ITA,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,Bronze
Marco Albarello,M,ITA,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
Marco Albarello,M,ITA,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
Pierre Henri Maurice Albarran,M,FRA,1920,Summer,Antwerpen,Tennis,Tennis Men's Doubles,Bronze
Ruslan Vladimirovich Albegov,M,RUS,2012,Summer,London,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze
David Albelda Aliqus,M,ESP,2000,Summer,Sydney,Football,Football Men's Football,Silver
Reinhard Alber,M,FRG,1984,Summer,Los Angeles,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
Alberto Alberani Samaritani,M,ITA,1976,Summer,Montreal,Water Polo,Water Polo Men's Water Polo,Silver
A. Albert,M,FRA,1900,Summer,Paris,Rugby,Rugby Men's Rugby,Gold
Auguste Albert,M,FRA,1900,Summer,Paris,Sailing,Sailing Mixed 1-2 Ton,Silver
Auguste Albert,M,FRA,1900,Summer,Paris,Sailing,Sailing Mixed 1-2 Ton,Bronze
Flrin Albert,M,HUN,1960,Summer,Roma,Football,Football Men's Football,Bronze
Nely Carla Alberto Francisca,F,ESP,2012,Summer,London,Handball,Handball Women's Handball,Bronze
Georg Albert Christian Albertsen,M,DEN,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
Ebbe Gustav Bertil Albertsson (-Andersson),M,SWE,1948,Summer,London,Athletics,"Athletics Men's 10,000 metres",Bronze
Abramo Albini,M,ITA,1968,Summer,Mexico City,Rowing,Rowing Men's Coxless Fours,Bronze
Islam-Beka Said-Tsilimovich Albiyev,M,RUS,2008,Summer,Beijing,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold
mile Albrecht,M,SUI,1924,Summer,Paris,Rowing,Rowing Men's Coxless Fours,Bronze
mile Albrecht,M,SUI,1924,Summer,Paris,Rowing,Rowing Men's Coxed Fours,Gold
Sylvia Albrecht (-Heckendorf),F,GDR,1980,Winter,Lake Placid,Speed Skating,"Speed Skating Women's 1,000 metres",Bronze
Brigitte Albrecht-Loretan,F,SUI,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
John Robert Albrechtson,M,SWE,1976,Summer,Montreal,Sailing,Sailing Mixed Two Person Keelboat,Gold
"Tenley Emma Albright (-Gardiner, -Blakely)",F,USA,1952,Winter,Oslo,Figure Skating,Figure Skating Women's Singles,Silver
"Tenley Emma Albright (-Gardiner, -Blakely)",F,USA,1956,Winter,Cortina d'Ampezzo,Figure Skating,Figure Skating Women's Singles,Gold
"David Donald ""Dave"" Albritton",M,USA,1936,Summer,Berlin,Athletics,Athletics Men's High Jump,Silver
Anatoly Mikhaylovich Albul,M,URS,1960,Summer,Roma,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
Aldair Nascimento dos Santos,M,BRA,1996,Summer,Atlanta,Football,Football Men's Football,Bronze
Andrs Aldama Cabrera,M,CUB,1976,Summer,Montreal,Boxing,Boxing Men's Light-Welterweight,Silver
Andrs Aldama Cabrera,M,CUB,1980,Summer,Moskva,Boxing,Boxing Men's Welterweight,Gold
Cyril Albert Alden,M,GBR,1920,Summer,Antwerpen,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
Cyril Albert Alden,M,GBR,1920,Summer,Antwerpen,Cycling,Cycling Men's 50 kilometres,Silver
Cyril Albert Alden,M,GBR,1924,Summer,Paris,Cycling,Cycling Men's 50 kilometres,Silver
"Frederick Pitt ""Fred"" Alderman",M,USA,1928,Summer,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
"Joan ""Jody"" Alderson (-Braskamp)",F,USA,1952,Summer,Helsinki,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
David Alegre Biosca,M,ESP,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Silver
Ramn Alegre Biosca,M,ESP,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Silver
Jo Qesem Ayela Aleh,F,NZL,2012,Summer,London,Sailing,Sailing Women's Two Person Dinghy,Gold
Jo Qesem Ayela Aleh,F,NZL,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,Silver
Virgilijus Alekna,M,LTU,2000,Summer,Sydney,Athletics,Athletics Men's Discus Throw,Gold
Virgilijus Alekna,M,LTU,2004,Summer,Athina,Athletics,Athletics Men's Discus Throw,Gold
Virgilijus Alekna,M,LTU,2008,Summer,Beijing,Athletics,Athletics Men's Discus Throw,Bronze
Boris Viktorovich Aleksandrov,M,URS,1976,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Rumen Aleksandrov,M,BUL,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver
Veniamin Veniaminovich Aleksandrov,M,URS,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Veniamin Veniaminovich Aleksandrov,M,URS,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Veniamin Veniaminovich Aleksandrov,M,URS,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Vladimir Petrovich Aleksandrov,M,URS,1984,Winter,Sarajevo,Bobsleigh,Bobsleigh Men's Two,Bronze
Larisa Aleksandrova-Popova,F,URS,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Quadruple Sculls,Silver
Larisa Aleksandrova-Popova,F,URS,1980,Summer,Moskva,Rowing,Rowing Women's Double Sculls,Gold
Artur Aleksanyan,M,ARM,2012,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze
Artur Aleksanyan,M,ARM,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold
Vasily Ivanovich Alekseyev,M,URS,1972,Summer,Munich,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold
Vasily Ivanovich Alekseyev,M,URS,1976,Summer,Montreal,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold
Galina Aleksandrovna Alekseyeva,F,URS,1964,Summer,Tokyo,Diving,Diving Women's Platform,Bronze
Milan Aleksi,M,SRB,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Bronze
Milan Aleksi,M,SRB,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Gold
Alessandra dos Santos de Oliveira,F,BRA,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,Silver
