ID,Name,NOC,Year,Season,Sport,Event,Medal
62577,Petri Kontiola,FIN,2014,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
62578,Jonas Leo Adolf Konto,FIN,1952,Summer,Sailing,Sailing Mixed 6 metres,Bronze
62584,"Christopher ""Chris"" Kontos",CAN,1994,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
62591,Sofiya Yevgenyevna Konukh,RUS,2000,Summer,Water Polo,Water Polo Women's Water Polo,Bronze
62596,Richard Konwiarz,GER,1932,Summer,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",Bronze
62599,Nadezhda Yefimovna Konyayeva (-Samoylova),URS,1956,Summer,Athletics,Athletics Women's Javelin Throw,Bronze
62601,Peter Konyegwachie,NGR,1984,Summer,Boxing,Boxing Men's Featherweight,Silver
62609,Ursula Konzett (-Gregg),LIE,1984,Winter,Alpine Skiing,Alpine Skiing Women's Slalom,Bronze
62615,Hendrik Jan Kooijman,NED,1988,Summer,Hockey,Hockey Men's Hockey,Bronze
62621,"Nicole Simone ""Nicky"" Koolen (-Tellier)",NED,1996,Summer,Hockey,Hockey Women's Hockey,Bronze
62639,Simone Margareta Koot,NED,2008,Summer,Water Polo,Water Polo Women's Water Polo,Gold
62641,August Johannes Kop,NED,1928,Summer,Hockey,Hockey Men's Hockey,Silver
62642,Petr Kop,TCH,1964,Summer,Volleyball,Volleyball Men's Volleyball,Silver
62642,Petr Kop,TCH,1968,Summer,Volleyball,Volleyball Men's Volleyball,Bronze
62665,"Ernst Kpf, Sr.",FRG,1976,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
62673,Marko Kopljar,CRO,2012,Summer,Handball,Handball Men's Handball,Bronze
62674,"Michael Paul ""Mike"" Koplove",USA,2008,Summer,Baseball,Baseball Men's Baseball,Bronze
62675,Sergey Viktorovich Koplyakov,URS,1976,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
62675,Sergey Viktorovich Koplyakov,URS,1980,Summer,Swimming,Swimming Men's 200 metres Freestyle,Gold
62675,Sergey Viktorovich Koplyakov,URS,1980,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
62675,Sergey Viktorovich Koplyakov,URS,1980,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
62689,Erwin Koppe,GER,1964,Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze
62690,Hans-Peter Koppe,GDR,1980,Summer,Rowing,Rowing Men's Coxed Eights,Gold
62696,Jens Kppen,GDR,1988,Summer,Rowing,Rowing Men's Quadruple Sculls,Bronze
62697,Kerstin Kppen (Kosbab-),GER,1992,Summer,Rowing,Rowing Women's Double Sculls,Gold
62697,Kerstin Kppen (Kosbab-),GER,1996,Summer,Rowing,Rowing Women's Quadruple Sculls,Gold
62706,David Kopiva,CZE,2004,Summer,Rowing,Rowing Men's Quadruple Sculls,Silver
62714,"Joseph George ""Joe"" Kopsky",USA,1912,Summer,Cycling,"Cycling Men's Road Race, Team",Bronze
62717,Sergey Vladimirovich Kopylov,URS,1980,Summer,Cycling,Cycling Men's Sprint,Bronze
62722,Jamie A. Korab,CAN,2006,Winter,Curling,Curling Men's Curling,Gold
62724,Radivoj Kora,YUG,1968,Summer,Basketball,Basketball Men's Basketball,Silver
62725,Anna Korakaki,GRE,2016,Summer,Shooting,"Shooting Women's Air Pistol, 10 metres",Bronze
62725,Anna Korakaki,GRE,2016,Summer,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Gold
62726,Miroslav Koranda,TCH,1952,Summer,Rowing,Rowing Men's Coxed Fours,Gold
62730,Gennady Vladimirovich Korban,URS,1980,Summer,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold
62736,Jaroslav Korbela,TCH,1984,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
62738,"Olga Valentinovna Korbut (-Bortkevich, -Voynich)",URS,1972,Summer,Gymnastics,Gymnastics Women's Team All-Around,Gold
62738,"Olga Valentinovna Korbut (-Bortkevich, -Voynich)",URS,1972,Summer,Gymnastics,Gymnastics Women's Floor Exercise,Gold
62738,"Olga Valentinovna Korbut (-Bortkevich, -Voynich)",URS,1972,Summer,Gymnastics,Gymnastics Women's Uneven Bars,Silver
62738,"Olga Valentinovna Korbut (-Bortkevich, -Voynich)",URS,1972,Summer,Gymnastics,Gymnastics Women's Balance Beam,Gold
62738,"Olga Valentinovna Korbut (-Bortkevich, -Voynich)",URS,1976,Summer,Gymnastics,Gymnastics Women's Team All-Around,Gold
62738,"Olga Valentinovna Korbut (-Bortkevich, -Voynich)",URS,1976,Summer,Gymnastics,Gymnastics Women's Balance Beam,Silver
62746,Danuta Kordaczuk-Wagner,POL,1964,Summer,Volleyball,Volleyball Women's Volleyball,Bronze
62751,Triantafyllos Kordogiannis,GRE,1906,Summer,Fencing,"Fencing Men's Sabre, Team",Silver
62758,Katja Koren,SLO,1994,Winter,Alpine Skiing,Alpine Skiing Women's Slalom,Bronze
62763,Boris Nikolayevich Koretsky,URS,1988,Summer,Fencing,"Fencing Men's Foil, Team",Gold
62766,Nijs Cornelis Korevaar,NED,1948,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
62769,Werner Korff,GER,1932,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
62772,Laurel V. Korholz,USA,2004,Summer,Rowing,Rowing Women's Coxed Eights,Silver
62779,Urpo Pentti Korhonen,FIN,1952,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
62780,Win Kalevi Korhonen,FIN,1956,Summer,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze
62780,Win Kalevi Korhonen,FIN,1956,Summer,Modern Pentathlon,Modern Pentathlon Men's Team,Bronze
62783,Avtandil Koridze,URS,1960,Summer,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold
62786,"Dorothea ""Dora"" Kring",GER,1912,Summer,Tennis,Tennis Women's Singles,Silver
62786,"Dorothea ""Dora"" Kring",GER,1912,Summer,Tennis,Tennis Mixed Doubles,Gold
62790,Julius Korir,KEN,1984,Summer,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold
62796,Seppo Tapio Aleksanteri Korjus,FIN,1988,Summer,Athletics,Athletics Men's Javelin Throw,Gold
62797,Mikheil Korkia,URS,1972,Summer,Basketball,Basketball Men's Basketball,Gold
62797,Mikheil Korkia,URS,1976,Summer,Basketball,Basketball Men's Basketball,Bronze
62798,Otar Korkia,URS,1952,Summer,Basketball,Basketball Men's Basketball,Silver
62802,Ji Kormank,TCH,1964,Summer,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver
62803,Peter Martin Kormann,USA,1976,Summer,Gymnastics,Gymnastics Men's Floor Exercise,Bronze
62809,Alison Jennifer Korn,CAN,1996,Summer,Rowing,Rowing Women's Coxed Eights,Silver
62809,Alison Jennifer Korn,CAN,2000,Summer,Rowing,Rowing Women's Coxed Eights,Bronze
62810,Oliver Korn,GER,2008,Summer,Hockey,Hockey Men's Hockey,Gold
62810,Oliver Korn,GER,2012,Summer,Hockey,Hockey Men's Hockey,Gold
62812,Torbjrn Jarle Kornbakk,SWE,1992,Summer,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze
62815,Aleksandr Olegovich Kornelyuk,URS,1972,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
62818,Gerhard Krner,GER,1964,Summer,Football,Football Men's Football,Bronze
62819,Richard Wilhelm Julius Krner,GER,1900,Summer,Rowing,Rowing Men's Coxed Fours,Bronze
62823,Valentin Mikhaylovich Kornev,URS,1968,Summer,Shooting,"Shooting Mixed Free Rifle, Three Positions, 300 metres",Silver
62825,Aleksandr Vladimirovich Korneyev,RUS,2008,Summer,Volleyball,Volleyball Men's Volleyball,Bronze
62826,Andrey Nikolayevich Korneyev,RUS,1996,Summer,Swimming,Swimming Men's 200 metres Breaststroke,Bronze
62829,Yury Ivanovich Korneyev,URS,1960,Summer,Basketball,Basketball Men's Basketball,Silver
62829,Yury Ivanovich Korneyev,URS,1964,Summer,Basketball,Basketball Men's Basketball,Silver
62830,Helmut Krnig,GER,1928,Summer,Athletics,Athletics Men's 200 metres,Bronze
62830,Helmut Krnig,GER,1928,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
62830,Helmut Krnig,GER,1932,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
62831,Sergey Grigoryevich Kornilayev,URS,1980,Summer,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Bronze
62839,Ihor Oleksiyovych Korobchinskiy,EUN,1992,Summer,Gymnastics,Gymnastics Men's Team All-Around,Gold
62839,Ihor Oleksiyovych Korobchinskiy,EUN,1992,Summer,Gymnastics,Gymnastics Men's Parallel Bars,Bronze
62839,Ihor Oleksiyovych Korobchinskiy,UKR,1996,Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze
62841,Larisa Viktorovna Korobeynikova,RUS,2012,Summer,Fencing,"Fencing Women's Foil, Team",Silver
62843,Olha Vasylivna Korobka,UKR,2008,Summer,Weightlifting,Weightlifting Women's Super-Heavyweight,Silver
62846,Darya Sergeyevna Korobova,RUS,2012,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
62850,Adam Marek Korol,POL,2008,Summer,Rowing,Rowing Men's Quadruple Sculls,Gold
62851,Petro Kindratovych Korol,URS,1976,Summer,Weightlifting,Weightlifting Men's Lightweight,Gold
62857,Nikolay Pavlovich Korolkov,URS,1980,Summer,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
62857,Nikolay Pavlovich Korolkov,URS,1980,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
62858,Yevgeny Viktorovich Korolkov,URS,1952,Summer,Gymnastics,Gymnastics Men's Team All-Around,Gold
62858,Yevgeny Viktorovich Korolkov,URS,1952,Summer,Gymnastics,Gymnastics Men's Pommelled Horse,Silver
62863,Mariya Viktorovna Korolyova,RUS,2000,Summer,Water Polo,Water Polo Women's Water Polo,Bronze
62869,"Margit Korondi (Kronstein-, -Plachy, -Szalay)",HUN,1952,Summer,Gymnastics,Gymnastics Women's Individual All-Around,Bronze
62869,"Margit Korondi (Kronstein-, -Plachy, -Szalay)",HUN,1952,Summer,Gymnastics,Gymnastics Women's Team All-Around,Silver
62869,"Margit Korondi (Kronstein-, -Plachy, -Szalay)",HUN,1952,Summer,Gymnastics,Gymnastics Women's Team Portable Apparatus,Bronze
62869,"Margit Korondi (Kronstein-, -Plachy, -Szalay)",HUN,1952,Summer,Gymnastics,Gymnastics Women's Floor Exercise,Bronze
62869,"Margit Korondi (Kronstein-, -Plachy, -Szalay)",HUN,1952,Summer,Gymnastics,Gymnastics Women's Uneven Bars,Gold
62869,"Margit Korondi (Kronstein-, -Plachy, -Szalay)",HUN,1952,Summer,Gymnastics,Gymnastics Women's Balance Beam,Bronze
62869,"Margit Korondi (Kronstein-, -Plachy, -Szalay)",HUN,1956,Summer,Gymnastics,Gymnastics Women's Team All-Around,Silver
62869,"Margit Korondi (Kronstein-, -Plachy, -Szalay)",HUN,1956,Summer,Gymnastics,Gymnastics Women's Team Portable Apparatus,Gold
62872,Nataliya Sergeyevna Korostelyova (Morilova-),RUS,2010,Winter,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,Bronze
62885,Yevgeny Yevgenyevich Korotyshkin,RUS,2012,Summer,Swimming,Swimming Men's 100 metres Butterfly,Silver
62887,Aleksey Igorevich Korovashkov,RUS,2012,Summer,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze
62895,Lauri Korpikoski,FIN,2014,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
62897,Gennady Yegorovich Korshikov,URS,1972,Summer,Rowing,Rowing Men's Double Sculls,Gold
62901,Tatyana Vasilyevna Korshunova,URS,1976,Summer,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Silver
62905,Lisbeth Korsmo-Berg,NOR,1976,Winter,Speed Skating,"Speed Skating Women's 3,000 metres",Bronze
62907,Ilona Kalyuvna Korstin,RUS,2004,Summer,Basketball,Basketball Women's Basketball,Bronze
62907,Ilona Kalyuvna Korstin,RUS,2008,Summer,Basketball,Basketball Women's Basketball,Bronze
62911,Jorma Aksel Kortelainen,FIN,1956,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
62915,Dirk Korthals,FRG,1984,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
62920,Vclav Korunka,TCH,1988,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
62923,"Heinrich Theodor ""Heinz"" Krvers",GER,1936,Summer,Handball,Handball Men's Handball,Gold
62925,Sergey Vladimirovich Koryazhkin,URS,1988,Summer,Fencing,"Fencing Men's Sabre, Team",Silver
62927,Svetlana Vadimovna Korytova,URS,1988,Summer,Volleyball,Volleyball Women's Volleyball,Gold
62927,Svetlana Vadimovna Korytova,EUN,1992,Summer,Volleyball,Volleyball Women's Volleyball,Silver
62932,Robert Marek Korzeniowski,POL,1996,Summer,Athletics,Athletics Men's 50 kilometres Walk,Gold
62932,Robert Marek Korzeniowski,POL,2000,Summer,Athletics,Athletics Men's 20 kilometres Walk,Gold
62932,Robert Marek Korzeniowski,POL,2000,Summer,Athletics,Athletics Men's 50 kilometres Walk,Gold
62932,Robert Marek Korzeniowski,POL,2004,Summer,Athletics,Athletics Men's 50 kilometres Walk,Gold
62948,Gusman Sittykovich Kosanov,URS,1960,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
62949,Aleksandr Borisovich Kosaryev,RUS,2004,Summer,Volleyball,Volleyball Men's Volleyball,Bronze
62949,Aleksandr Borisovich Kosaryev,RUS,2008,Summer,Volleyball,Volleyball Men's Volleyball,Bronze
62953,Mladen Koak,YUG,1956,Summer,Football,Football Men's Football,Silver
62956,Erich Koschik,GER,1936,Summer,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Bronze
62959,Horst Koschka,GDR,1972,Winter,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
62961,Czesawa Helena Kociaska-Szczepiska,POL,1980,Summer,Rowing,Rowing Women's Coxless Pairs,Silver
62963,Toshiaki Kosedo,JPN,1964,Summer,Volleyball,Volleyball Men's Volleyball,Bronze
62964,Krzysztof Kazimierz Kosedowski,POL,1980,Summer,Boxing,Boxing Men's Featherweight,Bronze
62965,Leszek Marian Kosedowski,POL,1976,Summer,Boxing,Boxing Men's Featherweight,Bronze
62967,Shiori Koseki,JPN,2000,Summer,Softball,Softball Women's Softball,Silver
62969,Aleksandr Mikhaylovich Kosenkov,URS,1976,Summer,Diving,Diving Men's Springboard,Bronze
62972,Reuben Seroney Kosgei,KEN,2000,Summer,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold
62978,Antonina Vladimirovna Koshel,URS,1972,Summer,Gymnastics,Gymnastics Women's Team All-Around,Gold
62985,Marina Vladimirovna Koshevaya,URS,1976,Summer,Swimming,Swimming Women's 100 metres Breaststroke,Bronze
62985,Marina Vladimirovna Koshevaya,URS,1976,Summer,Swimming,Swimming Women's 200 metres Breaststroke,Gold
62993,Tadanori Koshino,JPN,1992,Summer,Judo,Judo Men's Extra-Lightweight,Bronze
62994,Aleksandr Nikolayevich Koshkin,URS,1980,Summer,Boxing,Boxing Men's Light-Middleweight,Silver
62997,Oleh Yuriyovych Kosiak,UKR,1996,Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze
62999,Viktor Ivanovich Kosichkin,URS,1960,Winter,Speed Skating,"Speed Skating Men's 5,000 metres",Gold
62999,Viktor Ivanovich Kosichkin,URS,1960,Winter,Speed Skating,"Speed Skating Men's 10,000 metres",Silver
63003,Vladimir Ivanovich Kosinsky,URS,1968,Summer,Swimming,Swimming Men's 100 metres Breaststroke,Silver
63003,Vladimir Ivanovich Kosinsky,URS,1968,Summer,Swimming,Swimming Men's 200 metres Breaststroke,Silver
63003,Vladimir Ivanovich Kosinsky,URS,1968,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
63006,Jure Koir,SLO,1994,Winter,Alpine Skiing,Alpine Skiing Men's Slalom,Bronze
63007,an Koir,SLO,2014,Winter,Snowboarding,Snowboarding Men's Parallel Giant Slalom,Bronze
63007,an Koir,SLO,2014,Winter,Snowboarding,Snowboarding Men's Parallel Slalom,Silver
63009,Harri Matias Koskela,FIN,1988,Summer,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver
63011,Lauri Koskela,FIN,1932,Summer,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze
63011,Lauri Koskela,FIN,1936,Summer,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold
63015,Kaarlo Anton Koskelo (pl-),FIN,1912,Summer,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Gold
63017,Fredrik Teodor Koskenniemi,FIN,1920,Summer,Athletics,"Athletics Men's Cross-Country, Team",Gold
63018,Ilkka Rikhard Koski,FIN,1952,Summer,Boxing,Boxing Men's Heavyweight,Bronze
63019,Markku Olavi Koski,FIN,2006,Winter,Snowboarding,Snowboarding Men's Halfpipe,Bronze
63036,Dennis Marwin Koslowski,USA,1988,Summer,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze
63036,Dennis Marwin Koslowski,USA,1992,Summer,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver
63061,Johann Olav Koss,NOR,1992,Winter,Speed Skating,"Speed Skating Men's 1,500 metres",Gold
63061,Johann Olav Koss,NOR,1992,Winter,Speed Skating,"Speed Skating Men's 10,000 metres",Silver
63061,Johann Olav Koss,NOR,1994,Winter,Speed Skating,"Speed Skating Men's 1,500 metres",Gold
63061,Johann Olav Koss,NOR,1994,Winter,Speed Skating,"Speed Skating Men's 5,000 metres",Gold
63061,Johann Olav Koss,NOR,1994,Winter,Speed Skating,"Speed Skating Men's 10,000 metres",Gold
63071,Alipi Kostadinov,TCH,1980,Summer,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze
63073,Georgi Kostadinov,BUL,1972,Summer,Boxing,Boxing Men's Flyweight,Gold
63076,"Stefka Georgieva Kostadinova (-Petrova, -Popovasileva)",BUL,1988,Summer,Athletics,Athletics Women's High Jump,Silver
63076,"Stefka Georgieva Kostadinova (-Petrova, -Popovasileva)",BUL,1996,Summer,Athletics,Athletics Women's High Jump,Gold
63085,Sergey Vladimirovich Kostarev,EUN,1992,Summer,Fencing,"Fencing Men's epee, Team",Bronze
63086,Guram Kostava,URS,1960,Summer,Fencing,"Fencing Men's epee, Team",Bronze
63086,Guram Kostava,URS,1964,Summer,Fencing,"Fencing Men's epee, Individual",Bronze
63087,Klaus Kste,GER,1964,Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze
63087,Klaus Kste,GDR,1968,Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze
63087,Klaus Kste,GDR,1972,Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze
63087,Klaus Kste,GDR,1972,Summer,Gymnastics,Gymnastics Men's Horse Vault,Gold
63088,John Paul Kostecki,USA,1988,Summer,Sailing,Sailing Mixed Three Person Keelboat,Silver
63091,David Kosteleck,CZE,2008,Summer,Shooting,Shooting Men's Trap,Gold
63092,Ivica Kosteli,CRO,2006,Winter,Alpine Skiing,Alpine Skiing Men's Combined,Silver
63092,Ivica Kosteli,CRO,2010,Winter,Alpine Skiing,Alpine Skiing Men's Slalom,Silver
63092,Ivica Kosteli,CRO,2010,Winter,Alpine Skiing,Alpine Skiing Men's Combined,Silver
63092,Ivica Kosteli,CRO,2014,Winter,Alpine Skiing,Alpine Skiing Men's Combined,Silver
63093,Janica Kosteli,CRO,2002,Winter,Alpine Skiing,Alpine Skiing Women's Super G,Silver
63093,Janica Kosteli,CRO,2002,Winter,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Gold
63093,Janica Kosteli,CRO,2002,Winter,Alpine Skiing,Alpine Skiing Women's Slalom,Gold
63093,Janica Kosteli,CRO,2002,Winter,Alpine Skiing,Alpine Skiing Women's Combined,Gold
63093,Janica Kosteli,CRO,2006,Winter,Alpine Skiing,Alpine Skiing Women's Super G,Silver
63093,Janica Kosteli,CRO,2006,Winter,Alpine Skiing,Alpine Skiing Women's Combined,Gold
63094,Annabel Kosten,NED,2004,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
63100,"Barbara ""Brbel"" Kster (-Madaus)",GDR,1976,Summer,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
63109,Olena Dmytrivna Kostevych,UKR,2004,Summer,Shooting,"Shooting Women's Air Pistol, 10 metres",Gold
63109,Olena Dmytrivna Kostevych,UKR,2012,Summer,Shooting,"Shooting Women's Air Pistol, 10 metres",Bronze
63109,Olena Dmytrivna Kostevych,UKR,2012,Summer,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Bronze
63112,"Borivoje ""Bora"" Kosti",YUG,1960,Summer,Football,Football Men's Football,Gold
63124,Hubert Jerzy Kostka,POL,1972,Summer,Football,Football Men's Football,Gold
63125,Carolina Kostner,ITA,2014,Winter,Figure Skating,Figure Skating Women's Singles,Bronze
63127,Isolde Kostner (-Perathoner),ITA,1994,Winter,Alpine Skiing,Alpine Skiing Women's Downhill,Bronze
63127,Isolde Kostner (-Perathoner),ITA,1994,Winter,Alpine Skiing,Alpine Skiing Women's Super G,Bronze
63127,Isolde Kostner (-Perathoner),ITA,2002,Winter,Alpine Skiing,Alpine Skiing Women's Downhill,Silver
63131,Aleksandr Viktorovich Kostoglod,RUS,2004,Summer,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Bronze
63131,Aleksandr Viktorovich Kostoglod,RUS,2004,Summer,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
63131,Aleksandr Viktorovich Kostoglod,RUS,2008,Summer,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Silver
63132,Roman Sergeyevich Kostomarov,RUS,2006,Winter,Figure Skating,Figure Skating Mixed Ice Dancing,Gold
63134,Dimo Kostov Stratiev,BUL,1976,Summer,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze
63148,Ute Kostrzewa (-Meyer),GDR,1980,Summer,Volleyball,Volleyball Women's Volleyball,Silver
63151,Roland Kostulski,GDR,1976,Summer,Rowing,Rowing Men's Coxed Eights,Gold
63152,Aleksey Veniaminovich Kostygov,RUS,2004,Summer,Handball,Handball Men's Handball,Bronze
63161,Grigory Georgiyevich Kosykh,URS,1968,Summer,Shooting,"Shooting Mixed Free Pistol, 50 metres",Gold
63164,Zoltn Ksz,HUN,2000,Summer,Water Polo,Water Polo Men's Water Polo,Gold
63167,Gyrgy Kszegi,HUN,1976,Summer,Weightlifting,Weightlifting Men's Flyweight,Silver
63178,Natalia Kot (-Wala),POL,1956,Summer,Gymnastics,Gymnastics Women's Team Portable Apparatus,Bronze
63180,Masahiro Kotaka,JPN,1984,Summer,Weightlifting,Weightlifting Men's Bantamweight,Bronze
63182,Ale Kotalk,CZE,2006,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
63183,Mikako Kotani,JPN,1988,Summer,Synchronized Swimming,Synchronized Swimming Women's Solo,Bronze
63183,Mikako Kotani,JPN,1988,Summer,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
63189,Andriy Mykolaiovych Kotelnyk,UKR,2000,Summer,Boxing,Boxing Men's Lightweight,Silver
63190,Sergey Vladimirovich Kotenko,URS,1980,Summer,Water Polo,Water Polo Men's Water Polo,Gold
63190,Sergey Vladimirovich Kotenko,URS,1988,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
63192,Anatoly Alekseyevich Koteshev,URS,1972,Summer,Fencing,"Fencing Men's Foil, Team",Silver
63198,"Karl Kther, Sr.",GER,1928,Summer,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Bronze
63199,Rosemarie Kother-Gabriel,GDR,1976,Summer,Swimming,Swimming Women's 200 metres Butterfly,Bronze
